Player Name,Player ID,Champion ID,Record,Winrate,KDA,CS /min,Gold /min,Gold %,KP,Damage /min,Damage %,K + A /min,Solo kills,Pentakills
Acorderr,4933,126,2W - 0L,100%,3.3,1.1,243,13.5%,77.9%,181.6,7.3%,0.31,-,0
Acorderr,4933,55,2W - 0L,100%,3.8,1,250,13.1%,62%,286,12.1%,0.35,-,0
Acorderr,4933,4,1W - 2L,33.3%,1.6,1,247,13.5%,50.6%,144.6,5.8%,0.23,-,0
Acorderr,4933,146,0W - 1L,0%,1.3,1.2,270,17.3%,80%,294.2,14.5%,0.12,-,0
Acorderr,4933,163,0W - 1L,0%,4.5,1.1,227,13.4%,90%,158.3,7.4%,0.27,-,0
Acorderr,4933,51,0W - 1L,0%,1.8,0.7,257,15.1%,100%,211.6,11.5%,0.23,-,0
Acorderr,4933,38,0W - 2L,0%,1.9,1.1,234,14.2%,83.7%,197.2,9.9%,0.3,-,0
Acorderr,4933,142,1W - 0L,100%,4.0,1.4,312,16.3%,61.5%,376.1,16%,0.26,-,0
Acorderr,4933,136,0W - 3L,0%,1.2,1.3,231,14.4%,85.9%,215,9.6%,0.25,1,0
Acorderr,4933,124,1W - 0L,100%,3.0,1.5,267,14.2%,69.2%,152.8,6.3%,0.26,-,0
Acorderr,4933,25,1W - 0L,100%,3.0,0.9,233,12%,46.2%,70.6,3.5%,0.17,-,0
Acorderr,4933,90,1W - 1L,50%,2.6,1.4,253,14.2%,75%,141.3,6.1%,0.28,-,0
Adam,3489,72,28W - 20L,58.3%,2.9,8.4,413,22.4%,53.8%,420.7,20.4%,0.25,17,0
Adam,3489,66,23W - 16L,59%,3.0,8,408,22.1%,57.7%,503.9,23.2%,0.27,35,0
Adam,3489,162,5W - 5L,50%,2.9,7.5,364,20.2%,58.4%,306.1,16.2%,0.23,2,0
Adam,3489,28,3W - 1L,75%,3.1,7.4,374,19%,44.4%,455.9,19.7%,0.28,3,0
Adam,3489,27,6W - 4L,60%,2.6,8.8,437,23.9%,55.7%,416.6,21.6%,0.22,15,0
Adam,3489,75,1W - 2L,33.3%,3.8,7,366,19.6%,69.6%,490.3,23.9%,0.3,1,0
Adam,3489,1,10W - 7L,58.8%,3.3,8.1,414,22.4%,57.4%,589.5,25%,0.32,10,0
Adam,3489,82,11W - 5L,68.8%,3.4,7.2,360,19.4%,53%,340.5,17.1%,0.3,3,0
Adam,3489,15,19W - 7L,73.1%,3.3,8.1,414,22.1%,57.6%,461.3,20.7%,0.29,18,0
Adam,3489,119,13W - 4L,76.5%,3.6,8.5,431,22.9%,54%,544,22.6%,0.28,8,1
Adam,3489,35,2W - 4L,33.3%,1.5,8.1,411,22.2%,40.2%,402.7,20.3%,0.18,2,0
Adam,3489,96,1W - 0L,100%,3.0,10.1,521,26.6%,60%,531,25.5%,0.17,1,0
Adam,3489,111,1W - 1L,50%,4.7,9.9,458,24.5%,47.6%,371.6,20.8%,0.21,-,0
Adam,3489,113,0W - 1L,0%,3.0,6.1,383,21%,75%,492.6,20.7%,0.36,1,0
Addusto,5053,162,6W - 7L,46.2%,2.7,7.6,371,20.7%,45.2%,405.2,17.1%,0.23,4,0
Addusto,5053,1,2W - 3L,40%,1.1,8.1,373,20.4%,31.4%,526.2,25.3%,0.14,2,0
Addusto,5053,75,3W - 1L,75%,2.1,7.9,389,19.4%,47.6%,600,23%,0.26,4,0
Addusto,5053,23,5W - 5L,50%,1.3,9.3,420,22.8%,37%,494.5,21.9%,0.13,4,0
Addusto,5053,98,1W - 1L,50%,1.3,7.1,335,18.2%,27.3%,184.5,8.5%,0.16,-,0
Addusto,5053,155,1W - 5L,16.7%,1.2,8.8,396,22.2%,26.3%,415.8,21.5%,0.11,4,0
Adii,4650,77,5W - 5L,50%,3.0,5.5,338,18.4%,72.4%,350.5,14.1%,0.32,2,0
Adii,4650,154,7W - 5L,58.3%,1.9,6.1,371,19.9%,58.7%,340.2,15.5%,0.28,2,0
Adii,4650,55,3W - 4L,42.9%,2.3,5.1,332,18.2%,74.7%,503.8,19.9%,0.4,2,0
Adii,4650,110,2W - 1L,66.7%,2.6,6.3,355,19.4%,77.4%,337.8,15.7%,0.26,1,0
Adii,4650,153,2W - 0L,100%,8.3,5.5,354,16.8%,78.1%,265.3,9.7%,0.61,-,0
Adii,4650,103,4W - 6L,40%,1.4,5.4,321,18.5%,65.3%,274,12.7%,0.26,2,0
Adii,4650,47,9W - 6L,60%,3.0,6,374,20.4%,77.4%,401.1,18.8%,0.38,5,0
Adii,4650,35,0W - 1L,0%,0.8,7,332,19.4%,46.2%,363.1,14%,0.16,-,0
Adii,4650,34,1W - 3L,25%,2.4,4.8,317,18.3%,87.9%,339.1,14.5%,0.4,2,0
Adii,4650,133,0W - 1L,0%,2.3,4.5,326,18%,87.5%,323.3,11.3%,0.36,1,0
Adii,4650,108,9W - 8L,52.9%,3.4,5.7,362,19.7%,76.4%,443.8,20.9%,0.35,5,0
Adii,4650,29,5W - 5L,50%,2.6,7.8,406,22.6%,75.2%,555.7,25.6%,0.3,7,0
Adii,4650,106,2W - 1L,66.7%,5.5,5.6,339,17.7%,63.4%,289,13.9%,0.37,-,0
Adii,4650,66,1W - 3L,25%,1.8,5.7,336,19.4%,60.8%,314.4,15.9%,0.22,1,0
Adiss,2453,75,7W - 7L,50%,4.4,7.6,390,21.5%,60.2%,682.3,29.2%,0.29,4,0
Adiss,2453,162,10W - 7L,58.8%,4.0,7.7,382,20.5%,48.3%,456.1,16.9%,0.3,6,0
Adiss,2453,1,7W - 7L,50%,2.6,7.5,371,20.6%,40.2%,437.2,20.5%,0.24,7,0
Adiss,2453,106,3W - 4L,42.9%,2.3,6.4,342,20.2%,62.1%,391.6,19%,0.23,2,0
Adiss,2453,82,15W - 17L,46.9%,3.2,7.5,356,20.2%,54%,436.9,21.1%,0.26,8,0
Aegis,3115,103,6W - 6L,50%,2.9,5.6,328,18.6%,67.3%,237.1,11.3%,0.25,-,0
Aegis,3115,47,25W - 12L,67.6%,3.9,6.3,371,20.3%,70.2%,306.5,13.9%,0.36,9,0
Aegis,3115,64,3W - 3L,50%,2.6,5.9,352,19%,60.3%,360.6,14.6%,0.33,1,0
Aegis,3115,55,9W - 5L,64.3%,3.7,5.9,343,18.9%,73.6%,342.1,16.4%,0.28,-,0
Aegis,3115,106,6W - 4L,60%,3.9,5.5,341,18.8%,68.9%,262.1,12.1%,0.33,-,0
Aegis,3115,35,2W - 0L,100%,5.2,6.6,364,19.1%,53%,330.9,12.2%,0.33,-,0
Aegis,3115,110,10W - 9L,52.6%,3.3,6.3,366,20.3%,68.1%,353.7,18.9%,0.34,6,0
Aegis,3115,153,3W - 1L,75%,3.0,4.6,301,16.2%,72.4%,160.4,6.6%,0.34,1,0
Aegis,3115,154,9W - 8L,52.9%,4.5,6.7,379,21%,70.6%,282.7,13.9%,0.33,-,0
Aegis,3115,5,1W - 2L,33.3%,3.2,6,332,18.5%,74.5%,296.1,17.2%,0.28,-,0
Aegis,3115,10,1W - 0L,100%,5.5,7.3,379,19.9%,73.3%,505.8,22.9%,0.41,-,0
Aegis,3115,113,1W - 1L,50%,3.6,4.9,301,17.3%,69.1%,204.3,12.2%,0.29,-,0
Aegis,3115,77,7W - 5L,58.3%,5.8,5.6,342,18.6%,72.1%,304,13.6%,0.36,-,0
Aegis,3115,122,1W - 1L,50%,1.6,5.6,324,18.6%,57.1%,297.5,16.1%,0.24,-,0
Aeon,2147,146,8W - 9L,47.1%,5.3,3.7,347,19.7%,85.6%,619.7,27%,0.37,2,0
Aeon,2147,100,12W - 14L,46.2%,3.6,8.7,411,23.3%,65.2%,571.9,26.4%,0.29,5,0
Aeon,2147,8,7W - 7L,50%,4.4,8.7,404,22.4%,72%,458.6,22.1%,0.34,2,0
Aeon,2147,18,6W - 2L,75%,6.6,8.4,493,25.7%,57.9%,592.6,25.8%,0.37,2,0
Aeon,2147,21,18W - 13L,58.1%,4.8,8.7,419,23.8%,62.4%,740.1,33.4%,0.26,6,0
Aeon,2147,147,13W - 12L,52%,4.3,8.8,414,23.8%,62.9%,555.6,28%,0.26,3,0
Aeon,2147,37,9W - 10L,47.4%,4.0,9.4,434,24.8%,66.5%,515.5,27.6%,0.28,1,0
Aeon,2147,50,4W - 7L,36.4%,3.3,8.7,429,24.8%,71.5%,635.8,28.2%,0.29,1,0
Aeon,2147,135,15W - 8L,65.2%,5.7,8.8,429,23.8%,64.3%,515.4,26.4%,0.34,2,0
Aetinoth,4434,100,8W - 5L,61.5%,4.5,7.9,404,22.3%,66.1%,590.9,25.9%,0.3,1,0
Aetinoth,4434,37,6W - 9L,40%,4.4,9.2,435,24.2%,69.6%,508.5,25.4%,0.29,-,0
Aetinoth,4434,21,4W - 2L,66.7%,8.1,9.2,438,23.1%,64.7%,845.5,30%,0.33,-,0
Aetinoth,4434,147,9W - 9L,50%,3.5,8.8,430,24%,69.9%,590.8,28.9%,0.3,-,0
Aetinoth,4434,121,4W - 1L,80%,9.6,8.9,516,25.6%,75.1%,519.3,21.2%,0.47,1,0
Aetinoth,4434,18,7W - 3L,70%,3.6,7.8,464,24.3%,61.9%,498.6,20.9%,0.32,-,0
Aetinoth,4434,151,4W - 3L,57.1%,5.6,8.1,477,24.4%,76.8%,689.2,29.5%,0.51,3,0
Aetinoth,4434,50,1W - 1L,50%,10.0,8.7,476,25.1%,85.7%,686.1,31%,0.55,-,0
Aetinoth,4434,146,0W - 1L,0%,7.0,2.4,311,17.4%,87.5%,777,31.6%,0.35,-,0
Aetinoth,4434,167,1W - 0L,100%,14.0,10.4,523,29.3%,93.3%,1624.6,55.7%,0.31,1,0
Aetinoth,4434,8,3W - 0L,100%,6.9,8,449,22.7%,77.6%,591.3,21.5%,0.54,1,0
Aetinoth,4434,140,7W - 5L,58.3%,3.3,8.7,434,23.4%,58.5%,669.5,27.2%,0.29,3,0
Afroboi,4332,103,11W - 5L,68.8%,3.2,5.1,319,17.3%,65.4%,242,9.3%,0.32,2,0
Afroboi,4332,55,8W - 3L,72.7%,4.5,4.8,309,16.5%,71.4%,354.5,14.3%,0.35,1,0
Afroboi,4332,110,2W - 6L,25%,1.6,4.9,307,18.3%,62.5%,319.1,15.2%,0.24,-,0
Afroboi,4332,69,4W - 4L,50%,3.4,4.5,286,16.1%,57.6%,189.2,9.5%,0.27,1,0
Afroboi,4332,154,8W - 5L,61.5%,10.2,6.5,400,21.7%,76.5%,361.2,19.1%,0.36,3,0
Afroboi,4332,94,2W - 5L,28.6%,2.2,4.7,314,17.8%,68.9%,319.4,16.2%,0.29,1,0
Afroboi,4332,106,0W - 4L,0%,1.1,4.7,291,17.4%,57.8%,313.4,13.3%,0.23,-,0
Afroboi,4332,64,1W - 0L,100%,-,6.5,348,18.2%,40%,193.1,7.9%,0.17,-,0
Afroboi,4332,133,0W - 4L,0%,1.6,4,269,16.3%,67.1%,193.5,8.8%,0.22,-,0
Ag0nypain,5521,67,0W - 6L,0%,1.8,8.1,348,21.3%,58.2%,457.1,24.2%,0.17,-,0
Ag0nypain,5521,88,2W - 4L,33.3%,2.2,8,383,22.1%,60.8%,523,24.1%,0.25,2,0
Ag0nypain,5521,120,0W - 1L,0%,1.7,9.3,357,21%,45.5%,547.5,26.8%,0.17,-,0
Ag0nypain,5521,157,1W - 0L,100%,9.0,9.9,442,22.8%,75%,550,25.4%,0.31,-,0
Agresivoo,1468,162,4W - 6L,40%,2.1,7.7,341,19.5%,49.1%,337.8,14.6%,0.18,1,0
Agresivoo,1468,75,2W - 6L,25%,2.4,7.8,378,21.6%,47.9%,769.4,30.3%,0.19,4,0
Agresivoo,1468,72,25W - 15L,62.5%,3.4,8.2,407,21.7%,50%,390.3,18.9%,0.25,18,0
Agresivoo,1468,35,8W - 11L,42.1%,1.8,8.3,397,22.7%,51.1%,397,19.9%,0.18,12,0
Agresivoo,1468,138,5W - 9L,35.7%,2.3,6.9,323,19.2%,62.5%,339.3,18%,0.2,6,0
Agresivoo,1468,1,10W - 6L,62.5%,3.3,8.2,398,21.6%,48.7%,453.8,20.8%,0.24,1,0
Agresivoo,1468,119,23W - 22L,51.1%,2.9,8,370,21.1%,50.2%,421.5,21.8%,0.2,6,0
Agresivoo,1468,38,0W - 1L,0%,2.4,7.9,463,26.2%,80%,930.4,38.4%,0.42,1,1
Ahn,4403,18,14W - 11L,56%,4.1,9.3,501,26.5%,69.8%,538,24.8%,0.3,-,-
Ahn,4403,100,6W - 6L,50%,3.4,8.9,414,22.9%,69.2%,700.7,28.3%,0.29,-,-
Ahn,4403,50,8W - 4L,66.7%,4.1,8.6,448,24.7%,74.8%,776.5,34.2%,0.33,-,-
Ahn,4403,146,2W - 3L,40%,2.7,2.4,307,17.3%,85.3%,596.6,24%,0.31,-,-
Ahn,4403,167,2W - 3L,40%,9.0,10.1,441,25.4%,83.1%,922.6,39.7%,0.28,-,-
Ahn,4403,121,2W - 6L,25%,1.4,8.9,400,23.7%,67.3%,564.5,26%,0.19,-,-
Ahn,4403,151,2W - 4L,33.3%,2.5,8.1,437,24.3%,74%,529.1,24.4%,0.34,-,-
Ahn,4403,93,2W - 0L,100%,14.5,9.7,503,25.6%,85.4%,707.6,29.4%,0.45,-,-
Ahn,4403,115,1W - 1L,50%,4.2,8.6,428,23.1%,77.8%,843.8,33.8%,0.44,-,-
Ahn,4403,140,4W - 5L,44.4%,3.5,9.5,455,25%,73.1%,521.4,26.2%,0.32,-,-
Ahn,4403,135,8W - 4L,66.7%,6.6,9.9,458,25.1%,76%,682.8,30.8%,0.36,-,-
Ahn,4403,96,0W - 1L,0%,4.0,7.9,461,24.2%,75%,446.7,19.8%,0.36,-,-
Ahn,4403,37,4W - 3L,57.1%,3.6,10.1,461,25.3%,71.7%,595.6,29.9%,0.3,-,-
Aiming,1328,50,17W - 21L,44.7%,3.6,9.9,450,25.4%,62%,580.2,29.6%,0.2,-,0
Aiming,1328,135,22W - 13L,62.9%,6.6,11,480,26.2%,76.7%,605.1,33.3%,0.27,2,1
Aiming,1328,121,15W - 21L,41.7%,3.9,10.4,444,25.1%,72.7%,432.7,23.7%,0.23,2,0
Aiming,1328,158,36W - 17L,67.9%,7.7,11,499,26.7%,71.9%,618.2,30.7%,0.29,8,1
Aiming,1328,100,23W - 24L,48.9%,4.5,9.6,436,24.4%,71.5%,585.2,29.5%,0.27,7,0
Aiming,1328,146,13W - 6L,68.4%,7.3,3,335,18.3%,82.1%,447.7,23.3%,0.31,-,0
Aiming,1328,11,9W - 5L,64.3%,12.0,10.1,482,25.9%,70.6%,665.5,29%,0.33,1,1
Aiming,1328,167,0W - 2L,0%,2.0,11.4,474,29.1%,56.7%,773.9,37.7%,0.16,1,0
Aiming,1328,37,11W - 14L,44%,3.9,10.3,465,25.9%,73.5%,648.6,31.4%,0.3,2,0
Aiming,1328,45,0W - 3L,0%,1.2,9.6,398,24.6%,66.7%,472.9,36.8%,0.06,1,0
Aiming,1328,140,33W - 28L,54.1%,5.0,10.1,466,25.4%,73.3%,556.8,30%,0.3,8,0
Aiming,1328,147,35W - 20L,63.6%,5.2,10.1,465,25.6%,69%,598.6,30.3%,0.28,5,0
Aincardz,5319,103,0W - 1L,0%,4.3,5.5,360,19.3%,59.1%,353.3,15%,0.28,-,0
Aincardz,5319,55,0W - 2L,0%,1.2,4.9,283,16.6%,83.3%,454.4,20.4%,0.17,-,0
Aincardz,5319,69,3W - 1L,75%,3.2,5,320,17.4%,42.3%,271.7,12.3%,0.28,-,0
Aincardz,5319,110,1W - 0L,100%,3.2,5.9,384,20.2%,59.3%,653.8,20.2%,0.5,1,0
Air,3294,120,7W - 10L,41.2%,2.7,9.1,411,23.4%,73.6%,645.8,30.6%,0.24,3,0
Air,3294,166,3W - 2L,60%,3.4,7.6,363,19.6%,68.8%,869.5,28%,0.33,1,0
Air,3294,67,3W - 5L,37.5%,3.5,8.5,384,21.8%,74%,463.9,22.8%,0.33,2,0
Air,3294,14,3W - 1L,75%,6.8,8.7,462,24.8%,76.2%,949.5,40.3%,0.32,3,0
Air,3294,38,1W - 0L,100%,-,8.1,404,20.2%,84.2%,856.2,29.8%,0.52,-,0
Air,3294,2,0W - 2L,0%,2.8,8.7,367,21.9%,58%,589.9,29.5%,0.2,-,0
Airen,5660,82,0W - 1L,0%,2.2,7.6,373,18.7%,52%,376.8,10.9%,0.31,-,0
Airen,5660,53,0W - 1L,0%,2.6,5.8,344,19.3%,56.5%,733.8,24.4%,0.33,1,0
Airen,5660,72,1W - 0L,100%,9.0,7.5,442,19.2%,34.6%,521.6,19.8%,0.41,2,0
Airren,4880,100,2W - 9L,18.2%,1.8,8.3,395,23.7%,76.6%,500.7,23.9%,0.23,1,0
Airren,4880,167,1W - 4L,20%,2.9,8.7,453,25.5%,66%,858.4,31.5%,0.33,2,0
Airren,4880,50,3W - 5L,37.5%,3.1,8.4,401,23.4%,65.3%,463.2,23%,0.22,1,0
Airren,4880,146,3W - 4L,42.9%,3.4,1.5,291,16.8%,86.5%,387.1,16.7%,0.35,1,0
Airren,4880,121,0W - 4L,0%,2.1,8.3,414,24.3%,73.3%,459.7,21.4%,0.26,-,0
Airren,4880,37,2W - 3L,40%,2.6,9.6,433,25%,85%,414.1,24.8%,0.26,-,0
Airren,4880,147,0W - 2L,0%,0.5,7.3,338,21.8%,42.5%,280.5,16%,0.09,-,0
Aithusa,2966,131,5W - 7L,41.7%,4.1,8.5,397,22.1%,75.2%,635.2,28.3%,0.28,-,0
Aithusa,2966,120,8W - 12L,40%,2.8,8.8,414,23.6%,72.9%,611.3,29.8%,0.23,3,0
Aithusa,2966,67,8W - 3L,72.7%,6.6,7.8,391,21.6%,76.2%,530.1,25.2%,0.36,1,0
Aithusa,2966,38,2W - 2L,50%,4.3,6.8,335,20.2%,76.7%,647.2,31.2%,0.23,-,0
Aithusa,2966,93,1W - 2L,33.3%,2.6,8.6,423,23%,52.5%,541.3,21.9%,0.21,1,0
Aithusa,2966,143,4W - 4L,50%,3.6,7.4,379,21.7%,64.6%,467.9,23.4%,0.31,1,0
Aithusa,2966,14,3W - 3L,50%,4.9,8.5,431,23.8%,68%,863.2,39.2%,0.27,2,0
Aithusa,2966,7,0W - 3L,0%,1.8,6.8,331,20.5%,79.4%,639.3,31.6%,0.23,-,0
Ajuxsy,5518,100,0W - 3L,0%,1.0,7.5,344,21.7%,60.2%,392.3,22.6%,0.19,-,0
Ajuxsy,5518,151,0W - 2L,0%,0.9,7,458,25.9%,64.2%,368.9,20.3%,0.23,-,0
Ajuxsy,5518,87,0W - 1L,0%,1.0,7.7,344,22.2%,100%,320.4,17.3%,0.1,-,0
Ajuxsy,5518,129,0W - 1L,0%,2.3,8.5,417,25.6%,81.8%,513,20.7%,0.4,-,0
Ajuxsy,5518,50,0W - 1L,0%,1.0,7.9,413,25.1%,85.7%,412,30.2%,0.23,-,0
Ajuxsy,5518,167,0W - 1L,0%,1.2,9,390,23.9%,58.3%,609.7,23.4%,0.25,-,0
Ajwad,5071,110,2W - 0L,100%,3.3,7.4,391,19.1%,56.7%,310.2,12.4%,0.35,-,0
Ajwad,5071,106,1W - 1L,50%,3.6,6.1,361,20%,83.9%,319,13.3%,0.39,2,0
Ajwad,5071,154,1W - 3L,25%,2.9,6.5,378,20.6%,70.1%,244.1,10.3%,0.38,1,0
Ajwad,5071,16,0W - 1L,0%,1.7,7.2,331,19.2%,62.5%,322.3,22.2%,0.14,-,0
Ajwad,5071,34,1W - 3L,25%,3.8,5.8,333,19.2%,83%,247.5,11.5%,0.28,-,0
Ajwad,5071,103,2W - 0L,100%,2.3,6.1,325,17.1%,59.5%,208.2,6.6%,0.29,-,0
Akabane,3852,110,16W - 8L,66.7%,4.6,6,373,19.6%,70.9%,385.6,16.1%,0.41,2,0
Akabane,3852,55,1W - 1L,50%,3.2,4.9,312,17.2%,73.8%,202.2,9.3%,0.36,-,0
Akabane,3852,153,0W - 1L,0%,4.0,5,322,17.7%,80%,212.2,9.7%,0.33,-,0
Akabane,3852,47,24W - 17L,58.5%,4.5,5.7,362,19.5%,75.5%,321.8,14.2%,0.42,6,0
Akabane,3852,154,14W - 12L,53.8%,3.5,5.8,360,20%,65.9%,270.1,13.5%,0.3,4,1
Akabane,3852,103,18W - 5L,78.3%,5.4,5.7,369,19%,72.6%,308.2,12.4%,0.47,3,0
Akashii,4506,2,8W - 2L,80%,6.1,8.6,435,22.4%,68.4%,629.5,25.4%,0.39,4,0
Akashii,4506,131,2W - 2L,50%,5.0,8.8,424,23%,77.3%,778.2,33.6%,0.42,1,0
Akashii,4506,46,4W - 2L,66.7%,3.3,8.5,420,23%,78.3%,707.9,28.9%,0.31,-,0
Akashii,4506,142,2W - 1L,66.7%,4.1,7.9,397,21.8%,68.5%,696.2,26.7%,0.31,1,0
Akashii,4506,120,1W - 3L,25%,3.1,9.3,410,22.8%,63.6%,676.8,27.7%,0.29,2,0
Akashii,4506,166,1W - 0L,100%,9.0,8.5,399,21.1%,78.3%,794.1,28.5%,0.49,-,0
Akashii,4506,38,0W - 1L,0%,0.0,9.2,336,21.1%,0%,382.3,19.9%,0,-,0
Akashii,4506,104,1W - 2L,33.3%,3.0,9.1,402,24.1%,72.7%,566.1,28.9%,0.23,-,0
Akashii,4506,130,1W - 1L,50%,3.7,9.9,493,25.3%,66.1%,909.1,32.9%,0.32,-,0
Akashii,4506,67,1W - 1L,50%,4.0,8.2,394,23.1%,84%,581.2,28.2%,0.32,1,0
Akashii,4506,7,0W - 1L,0%,0.7,8.7,364,24.8%,33.3%,546.5,24.2%,0.08,-,0
Akashii,4506,12,3W - 1L,75%,5.6,9,456,23.6%,70.7%,539.3,22.8%,0.42,1,0
Akutsune,3151,153,0W - 3L,0%,1.7,1,235,14.1%,83.8%,180.6,7.2%,0.29,1,0
Akutsune,3151,136,0W - 2L,0%,3.4,1.2,235,14.3%,85.4%,197.8,9.3%,0.31,-,0
Akutsune,3151,62,1W - 4L,20%,1.2,1.2,228,13.1%,45.1%,174,9.4%,0.18,-,0
Akutsune,3151,55,1W - 1L,50%,2.2,1.1,246,14.2%,72.4%,487.4,17.5%,0.38,-,0
Akutsune,3151,163,0W - 1L,0%,0.5,1.2,206,14.2%,50%,69.6,4.3%,0.03,-,0
Akutsune,3151,86,1W - 2L,33.3%,4.8,1.3,232,13.9%,64.4%,112.9,7%,0.23,-,0
Akutsune,3151,9,0W - 2L,0%,1.6,1.1,220,13.6%,65.3%,212.7,10%,0.19,-,0
Akutsune,3151,60,0W - 1L,0%,3.7,0.8,227,14.1%,100%,321.9,12.5%,0.42,-,0
Akutsune,3151,8,0W - 1L,0%,2.7,0.9,240,14.7%,88.9%,339,21.1%,0.26,-,0
Akutsune,3151,28,1W - 0L,100%,9.0,0.9,317,14.5%,62.1%,513,17.1%,0.58,-,0
Akutsune,3151,90,0W - 1L,0%,4.7,1.3,238,14.4%,93.3%,266,10.3%,0.48,-,0
Alba,3086,44,1W - 1L,50%,2.1,7.6,397,21.1%,60.9%,437.3,14.9%,0.27,-,0
Alba,3086,77,1W - 1L,50%,3.2,5.4,333,18.3%,71.7%,277,13.8%,0.28,-,0
Alba,3086,113,1W - 1L,50%,1.9,5.2,312,17.9%,46.7%,330.7,16.6%,0.18,-,0
Alba,3086,10,1W - 0L,100%,5.0,7.8,409,23%,88.2%,734,32.6%,0.41,-,0
Alba,3086,165,1W - 0L,100%,1.4,6.2,412,19.6%,38.5%,366.2,15.7%,0.29,-,0
Alba,3086,133,0W - 2L,0%,1.4,4,266,16.9%,72.1%,186.7,9.1%,0.2,-,0
Alba,3086,108,1W - 0L,100%,10.0,7.1,403,19.9%,71.4%,361.9,14.9%,0.38,1,0
Alba,3086,64,0W - 1L,0%,1.0,6,331,20.1%,55.6%,252.2,13.1%,0.16,-,0
Alba,3086,154,1W - 0L,100%,4.5,7,403,21.7%,81.8%,408.5,15.1%,0.43,-,0
Alba,3086,63,1W - 0L,100%,5.3,7.3,390,19.1%,66.7%,684.9,26%,0.51,-,0
Alba,3086,110,0W - 1L,0%,1.0,5.9,310,19.5%,60%,460.6,19.3%,0.16,-,0
Alba,3086,19,0W - 1L,0%,0.8,5.3,330,19.1%,83.3%,402.7,25%,0.15,-,0
Alba,3086,28,0W - 3L,0%,1.3,5.1,279,18.5%,75.8%,269.7,16.5%,0.14,-,0
Ale,1968,35,25W - 21L,54.3%,2.5,8.6,420,23%,51.5%,485.6,21.9%,0.21,2,0
Ale,1968,162,8W - 7L,53.3%,4.3,8.3,370,21.1%,58.4%,414.5,19.3%,0.2,-,-
Ale,1968,1,0W - 6L,0%,1.4,8.4,372,21.9%,51.2%,406.6,21.9%,0.15,-,-
Ale,1968,36,13W - 10L,56.5%,2.5,8.8,417,22.9%,62.7%,712.4,31.7%,0.23,2,0
Ale,1968,72,21W - 13L,61.8%,2.9,8.8,420,22.4%,56.1%,500.7,22.1%,0.27,-,0
Ale,1968,69,2W - 2L,50%,4.8,7.5,365,20.2%,52.8%,496.1,19.6%,0.22,-,-
Ale,1968,98,0W - 1L,0%,1.0,8,371,22.1%,100%,290.6,19.2%,0.14,-,-
Ale,1968,134,13W - 16L,44.8%,2.9,8,404,22.5%,62.9%,474.3,24.1%,0.27,1,0
Ale,1968,119,11W - 20L,35.5%,1.9,8.6,397,22.3%,45%,505.2,24%,0.17,2,0
Alex234,5415,110,0W - 6L,0%,1.2,5.6,303,18%,66.3%,271.1,13.3%,0.2,-,0
Alex234,5415,103,0W - 5L,0%,0.8,4.7,299,18%,54.6%,227.2,9.4%,0.19,-,0
Alex234,5415,64,0W - 2L,0%,3.9,5.5,330,19.3%,76.3%,365.9,15.2%,0.4,-,0
Alex234,5415,55,0W - 2L,0%,0.5,3.8,258,16.4%,27.3%,301.8,13.6%,0.1,-,0
Alex234,5415,153,0W - 1L,0%,2.3,3.5,277,17.9%,87.5%,188.5,8.4%,0.3,-,0
Alex234,5415,106,0W - 1L,0%,0.5,4,255,15.7%,25%,117,6.7%,0.08,-,0
Alex234,5415,77,0W - 1L,0%,0.9,4.9,339,19.3%,77.8%,215.2,12.7%,0.31,-,0
Aliplane,5007,146,2W - 1L,66.7%,9.3,2.8,375,19.6%,94.7%,539.7,22%,0.41,-,0
Aliplane,5007,100,2W - 3L,40%,2.3,6.9,355,20.2%,42.1%,570,22.4%,0.22,1,0
Aliplane,5007,147,1W - 4L,20%,2.3,8.7,423,23.9%,60%,522,23.5%,0.28,-,0
Aliplane,5007,8,2W - 0L,100%,29.0,8.4,457,21%,57.5%,505.2,16.8%,0.56,-,0
Aliplane,5007,158,2W - 2L,50%,5.1,8.4,453,23.6%,65%,570.9,25.5%,0.47,1,0
Aliplane,5007,129,1W - 0L,100%,27.0,7.5,392,19.8%,73%,523.5,14.4%,0.64,-,0
Aliplane,5007,167,0W - 1L,0%,1.5,9.4,385,22.7%,30%,634.4,30.7%,0.08,-,0
Alix,4843,3,5W - 3L,62.5%,4.0,8.1,449,23.2%,62.9%,692.4,28.1%,0.41,7,0
Alix,4843,150,2W - 3L,40%,1.9,9.1,459,24.7%,59.6%,700.7,29.6%,0.27,4,0
Alix,4843,88,3W - 1L,75%,3.0,7.7,428,22.9%,67.6%,858.8,32.5%,0.35,2,0
Alix,4843,114,1W - 3L,25%,1.2,7.9,368,22%,51.8%,551.2,25.7%,0.16,1,0
Alix,4843,67,2W - 1L,66.7%,2.5,8.5,405,21.2%,65.6%,659,27.1%,0.31,2,0
Alix,4843,36,0W - 2L,0%,1.1,9.9,431,25%,51.7%,713.9,31.8%,0.11,2,0
Alix,4843,32,0W - 2L,0%,1.1,8,445,24%,51.5%,596.2,21%,0.34,3,0
Alix,4843,111,1W - 1L,50%,1.6,8.8,471,24%,49.5%,518.7,21.2%,0.23,1,0
